bbk_full;bbk_abb;description;changes;;;
39.354;39.354;Автотракторные дизели (двигатели с самовоспламенением);;;;
39.355;39.355;Автотракторные газовые двигатели (двигатели газообразного;;;;
;;топлива);;;;
39.359;39.359;Специальные типы автотракторных двигателей;;;;
39.36;39.36;Мототехника и велосипеды;;;;
39.361;39.361;Мототехника;;;;
39.362;;;См. 39.361 Мототехника;;;
39.363;39.363;Велосипеды;;;;
39.37;39.37;Автоматизация и связь на автодорожном транспорте;;;;
39.38;39.38;Автомобильные перевозки;;;;
39.39;39.39;Гужевой и вьючный транспорт;;;;
39.4;39.4;Водный транспорт;;;;
39.41;39.41;Водные порты и порты;;;;
39.411;39.411;Водные пути;;;;
39.413;39.413;Порты;;;;
39.42;39.42;Суда (флот) в целом. Судостроение в целом;;;;
39.42-01;39.42-01;Теоретические основы судостроения;;;;
;39.42-02;Проектирование судов;;;;
;39.42-03;Судостроительные материалы;;;;
39.42-04;39.42-04;Детали, узлы судов;;;;
39.42-05;39.42-05;Автоматизация и компьютеризация судов;;;;
;39.42-06;Технология производства (постройки) судов (технология судостроения);;;;
;39.42-07;Испытания судов;;;;
39.42-08;39.42-08;Техническая эксплуатация и ремонт судов;;;;
39.425;39.425;Суда по назначению;;;;
39.425.1;39.425.1;Транспортные суда;;;;
39.425.3;39.425.3;Суда технического флота;;;;
;;;;;;
39.425.5;39.425.5;Промысловые суда (промысловый флот);;;;
39.425.6;39.425.6;Спортивные суда;;;;
39.425.8;39.425.8;Вспомогательные суда (вспомогательный флот);;;;
39.427;39.427;Суда по конструктивным особенностям;;;;
39.428;39.428;Малые суда;;;;
39.45;39.45;Судовые машины и механизмы. Судовое машиностроение;;;;
39.455;39.455;Судовые энергетические установки. Судовое;;;;
;;энергомашиностроение;;;;
39.455.1;39.455.1;Судовые паросиловые установки;;;;
